"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","ProductDescription","NetWeight in KGM","Reporter Region","Reporter Income Group","Partner Region","Partner Income Group"
"S4","BTN","03","Bhutan","NPL","Nepal",2011,"Import",5,1.467,,1,"N.Q.","Fish (not marine mammals), crustace",,"South Asia","Lower middle income","South Asia","Low income"
"S4","BTN","03","Bhutan","NPL","Nepal",2012,"Import",5,0.012,,1,"N.Q.","Fish (not marine mammals), crustace",,"South Asia","Lower middle income","South Asia","Low income"
"S4","CHN","03","China","AFG","Afghanistan",2013,"Import",5,0.316,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Low income"
"S4","CHN","03","China","AFG","Afghanistan",2018,"Export",6,97.2,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Low income"
"S4","CHN","03","China","AFG","Afghanistan",2019,"Export",6,7.86,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Low income"
"S4","CHN","03","China","AFG","Afghanistan",2020,"Export",6,8.4,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Low income"
"S4","CHN","03","China","CHN","China",2007,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2008,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2009,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2010,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2011,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2012,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2013,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2014,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2015,"Import",5,0,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2016,"Import",5,0,0,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2017,"Import",5,0,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2018,"Import",5,0,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2019,"Import",5,0,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","CHN","China",2020,"Import",5,0,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S4","CHN","03","China","HKG","Hong Kong, China",2007,"Export",6,386313.452,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2007,"Import",5,1238.055,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2008,"Export",6,438346.816,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2008,"Import",5,732.076,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2009,"Export",6,524630.583,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2009,"Import",5,571.471,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2010,"Export",6,721383.837,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2010,"Import",5,295.761,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2011,"Export",6,1265545.079,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2011,"Import",5,680.085,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2012,"Export",6,1777182.716,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2012,"Import",5,777.908,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2013,"Export",6,2190658.435,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2013,"Import",5,519.036,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2014,"Export",6,2390787.925,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2014,"Import",5,1444.089,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2015,"Export",6,2005176.192,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2015,"Import",5,2527.908,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2016,"Export",6,1934122.506,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2016,"Import",5,6505.071,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2017,"Export",6,1792019.977,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2017,"Import",5,2577.026,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2018,"Export",6,1686183.407,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2018,"Import",5,3203.682,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2019,"Export",6,1477136.147,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2019,"Import",5,14169.33,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2020,"Export",6,1493633.782,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","HKG","Hong Kong, China",2020,"Import",5,25519.847,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","IND","India",2007,"Export",6,2643.1,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2007,"Import",5,85863.87,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2008,"Export",6,432.034,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2008,"Import",5,94105.144,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2009,"Export",6,374.573,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2009,"Import",5,123718.166,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2010,"Export",6,698.674,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2010,"Import",5,156131.845,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2011,"Export",6,726.619,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2011,"Import",5,149016.391,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2012,"Export",6,718.018,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2012,"Import",5,129824.84,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2013,"Export",6,604.508,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2013,"Import",5,146847.439,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2014,"Export",6,841.293,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2014,"Import",5,110244.409,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2015,"Export",6,1205.494,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2015,"Import",5,122984.824,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2016,"Export",6,2450.266,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2016,"Import",5,93160.465,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2017,"Export",6,1779.354,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2017,"Import",5,119550.484,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2018,"Export",6,2713.419,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2018,"Import",5,394137.37,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2019,"Export",6,1960.464,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2019,"Import",5,1227686.549,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2020,"Export",6,2689.222,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","IND","India",2020,"Import",5,841600.523,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S4","CHN","03","China","JPN","Japan",2007,"Export",6,2838225.726,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2007,"Import",5,206963.041,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2008,"Export",6,2677317.87,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2008,"Import",5,179128.523,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2009,"Export",6,2578850.464,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2009,"Import",5,202227.389,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2010,"Export",6,3122103.704,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2010,"Import",5,301861.825,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2011,"Export",6,3911476.919,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2011,"Import",5,155239.525,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2012,"Export",6,4061028.029,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2012,"Import",5,167005.427,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2013,"Export",6,3764414.442,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2013,"Import",5,213018.746,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2014,"Export",6,3664792.737,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2014,"Import",5,242761.928,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2015,"Export",6,3521786.988,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2015,"Import",5,255688.743,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2016,"Export",6,3562046.223,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2016,"Import",5,299778.141,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2017,"Export",6,3715908.281,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2017,"Import",5,284539.391,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2018,"Export",6,3896347.882,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2018,"Import",5,391413.611,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2019,"Export",6,3794313.275,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2019,"Import",5,364840.4,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2020,"Export",6,3337482.979,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","JPN","Japan",2020,"Import",5,251700.321,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S4","CHN","03","China","KAZ","Kazakhstan",2007,"Export",6,2964.343,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2007,"Import",5,337.782,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2008,"Export",6,4062.175,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2008,"Import",5,448.11,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2009,"Export",6,3126.054,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2009,"Import",5,628.305,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2010,"Export",6,4372.508,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2010,"Import",5,561.59,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2011,"Export",6,4571.165,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2011,"Import",5,509.388,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2012,"Export",6,5659.017,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2012,"Import",5,333.658,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2013,"Export",6,5991.503,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2013,"Import",5,355.223,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2014,"Export",6,6703.209,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2014,"Import",5,405.417,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2015,"Export",6,4704.787,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2015,"Import",5,1592.2,,1,"N.Q.","Fish (not marine mammals), crustace",,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2016,"Export",6,6194.058,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
"S4","CHN","03","China","KAZ","Kazakhstan",2016,"Import",5,2032.504,0,1,"N.Q.","Fish (not marine mammals), crustace",0,"East Asia & Pacific","Upper middle income","Europe & Central Asia","Upper middle income"
