"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","ProductDescription","NetWeight in KGM","Reporter Region","Reporter Income Group","Partner Region","Partner Income Group"
"S3","CHN","034","China","CHN","China",2019,"Import",5,0,0,8,"Kg","Fish,live/frsh/chld/froz",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S3","CHN","034","China","CHN","China",2020,"Import",5,0,0,8,"Kg","Fish,live/frsh/chld/froz",0,"East Asia & Pacific","Upper middle income","East Asia & Pacific","Upper middle income"
"S3","CHN","034","China","HKG","Hong Kong, China",1992,"Export",6,110112.16,79347536,8,"Kg","Fish,live/frsh/chld/froz",79347536,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1992,"Import",5,5430.888,2973250,8,"Kg","Fish,live/frsh/chld/froz",2973250,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1993,"Export",6,102886.392,78603344,8,"Kg","Fish,live/frsh/chld/froz",78603344,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1993,"Import",5,10630.276,5013858,8,"Kg","Fish,live/frsh/chld/froz",5013858,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1994,"Export",6,181395.552,93588344,8,"Kg","Fish,live/frsh/chld/froz",93588344,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1994,"Import",5,8559.974,7326031,8,"Kg","Fish,live/frsh/chld/froz",7326031,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1995,"Export",6,236256.224,86273728,8,"Kg","Fish,live/frsh/chld/froz",86273728,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1995,"Import",5,6546.619,3640246,8,"Kg","Fish,live/frsh/chld/froz",3640246,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1996,"Export",6,146910.336,81226728,8,"Kg","Fish,live/frsh/chld/froz",81226728,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1996,"Import",5,8392.009,3510691,8,"Kg","Fish,live/frsh/chld/froz",3510691,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1997,"Export",6,148798.128,88781496,8,"Kg","Fish,live/frsh/chld/froz",88781496,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1997,"Import",5,4542.649,4023068,8,"Kg","Fish,live/frsh/chld/froz",4023068,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1998,"Export",6,139168.832,92480696,8,"Kg","Fish,live/frsh/chld/froz",92480696,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1998,"Import",5,2786.345,5909919,8,"Kg","Fish,live/frsh/chld/froz",5909919,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1999,"Export",6,89662.439,79362663,8,"Kg","Fish,live/frsh/chld/froz",79362663,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",1999,"Import",5,31302.613,5741186,8,"Kg","Fish,live/frsh/chld/froz",5741186,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2000,"Export",6,87143.108,76321523,8,"Kg","Fish,live/frsh/chld/froz",76321523,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2000,"Import",5,2389.492,1992515,8,"Kg","Fish,live/frsh/chld/froz",1992515,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2001,"Export",6,89482.504,70592210,8,"Kg","Fish,live/frsh/chld/froz",70592210,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2001,"Import",5,840.135,1050899,8,"Kg","Fish,live/frsh/chld/froz",1050899,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2002,"Export",6,102015.727,79612306,8,"Kg","Fish,live/frsh/chld/froz",79612306,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2002,"Import",5,775.625,845641,8,"Kg","Fish,live/frsh/chld/froz",845641,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2003,"Export",6,118248.039,81704738,8,"Kg","Fish,live/frsh/chld/froz",81704738,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2003,"Import",5,464.881,572672,8,"Kg","Fish,live/frsh/chld/froz",572672,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2004,"Export",6,124523.554,80144291,8,"Kg","Fish,live/frsh/chld/froz",80144291,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2004,"Import",5,495.346,268635,8,"Kg","Fish,live/frsh/chld/froz",268635,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2005,"Export",6,107526.679,67110907,8,"Kg","Fish,live/frsh/chld/froz",67110907,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2005,"Import",5,378.208,153372,8,"Kg","Fish,live/frsh/chld/froz",153372,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2006,"Export",6,118129.335,68935763,8,"Kg","Fish,live/frsh/chld/froz",68935763,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2006,"Import",5,2461.924,593441,8,"Kg","Fish,live/frsh/chld/froz",593441,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2007,"Export",6,131050.784,72798319,8,"Kg","Fish,live/frsh/chld/froz",72798319,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2007,"Import",5,726.934,266180,8,"Kg","Fish,live/frsh/chld/froz",266180,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2008,"Export",6,191634.619,75073751,8,"Kg","Fish,live/frsh/chld/froz",75073751,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2008,"Import",5,592.521,20016,8,"Kg","Fish,live/frsh/chld/froz",20016,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2009,"Export",6,200219.959,72587495,8,"Kg","Fish,live/frsh/chld/froz",72587495,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2009,"Import",5,295.787,1859,8,"Kg","Fish,live/frsh/chld/froz",1859,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2010,"Export",6,247839.527,78244776,8,"Kg","Fish,live/frsh/chld/froz",78244776,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2010,"Import",5,226.986,1893,8,"Kg","Fish,live/frsh/chld/froz",1893,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2011,"Export",6,351713.043,82381111,8,"Kg","Fish,live/frsh/chld/froz",82381111,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2011,"Import",5,313.531,3241,8,"Kg","Fish,live/frsh/chld/froz",3241,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2012,"Export",6,455335.388,88237991,8,"Kg","Fish,live/frsh/chld/froz",88237991,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2012,"Import",5,592.524,25103,8,"Kg","Fish,live/frsh/chld/froz",25103,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2013,"Export",6,551234.349,104004079,8,"Kg","Fish,live/frsh/chld/froz",104004079,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2013,"Import",5,434.59,4348,8,"Kg","Fish,live/frsh/chld/froz",4348,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2014,"Export",6,637777.155,107162850,8,"Kg","Fish,live/frsh/chld/froz",107162850,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2014,"Import",5,1357.681,13561,8,"Kg","Fish,live/frsh/chld/froz",13561,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2015,"Export",6,609601.32,107128344,8,"Kg","Fish,live/frsh/chld/froz",107128344,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2015,"Import",5,2470.822,16034,8,"Kg","Fish,live/frsh/chld/froz",16034,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2016,"Export",6,599069.634,174527779.704,8,"Kg","Fish,live/frsh/chld/froz",174527780,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2016,"Import",5,6362.91,443663.87,8,"Kg","Fish,live/frsh/chld/froz",,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2017,"Export",6,577577.849,89024626,8,"Kg","Fish,live/frsh/chld/froz",89024626,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2017,"Import",5,2448.356,16004,8,"Kg","Fish,live/frsh/chld/froz",16004,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2018,"Export",6,539502.889,89179380,8,"Kg","Fish,live/frsh/chld/froz",89179380,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2018,"Import",5,3159.624,18058,8,"Kg","Fish,live/frsh/chld/froz",18058,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2019,"Export",6,560423.753,91347163.255,8,"Kg","Fish,live/frsh/chld/froz",91347163,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2019,"Import",5,13529.96,17409,8,"Kg","Fish,live/frsh/chld/froz",17409,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2020,"Export",6,580222.74,96372610,8,"Kg","Fish,live/frsh/chld/froz",96372610,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","HKG","Hong Kong, China",2020,"Import",5,25496.392,17481,8,"Kg","Fish,live/frsh/chld/froz",17481,"East Asia & Pacific","Upper middle income","East Asia & Pacific","High income"
"S3","CHN","034","China","IND","India",1992,"Import",5,10602.886,18496236,8,"Kg","Fish,live/frsh/chld/froz",18496236,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1993,"Import",5,13041.352,27736708,8,"Kg","Fish,live/frsh/chld/froz",27736708,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1994,"Export",6,87.522,116000,8,"Kg","Fish,live/frsh/chld/froz",116000,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1994,"Import",5,13498.734,33843952,8,"Kg","Fish,live/frsh/chld/froz",33843952,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1995,"Import",5,18038.626,36706016,8,"Kg","Fish,live/frsh/chld/froz",36706016,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1996,"Export",6,60.257,23628,8,"Kg","Fish,live/frsh/chld/froz",23628,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1996,"Import",5,23446.776,20490268,8,"Kg","Fish,live/frsh/chld/froz",20490268,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1997,"Import",5,7768.64,3883178,8,"Kg","Fish,live/frsh/chld/froz",3883178,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1998,"Export",6,152.106,99773,8,"Kg","Fish,live/frsh/chld/froz",99773,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1998,"Import",5,4491.097,3997635,8,"Kg","Fish,live/frsh/chld/froz",3997635,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1999,"Export",6,56.85,49000,8,"Kg","Fish,live/frsh/chld/froz",49000,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",1999,"Import",5,2045.714,4225096,8,"Kg","Fish,live/frsh/chld/froz",4225096,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2000,"Export",6,5.2,26000,8,"Kg","Fish,live/frsh/chld/froz",26000,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2000,"Import",5,60608.571,123090575,8,"Kg","Fish,live/frsh/chld/froz",123090575,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2001,"Export",6,29.7,54000,8,"Kg","Fish,live/frsh/chld/froz",54000,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2001,"Import",5,48689.792,99212036,8,"Kg","Fish,live/frsh/chld/froz",99212036,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2002,"Import",5,31376.258,73273813,8,"Kg","Fish,live/frsh/chld/froz",73273813,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2003,"Export",6,216.318,328119,8,"Kg","Fish,live/frsh/chld/froz",328119,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2003,"Import",5,18809.528,40648954,8,"Kg","Fish,live/frsh/chld/froz",40648954,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2004,"Export",6,151.473,215160,8,"Kg","Fish,live/frsh/chld/froz",215160,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2004,"Import",5,22020.124,38790116,8,"Kg","Fish,live/frsh/chld/froz",38790116,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2005,"Export",6,148.385,254800,8,"Kg","Fish,live/frsh/chld/froz",254800,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2005,"Import",5,38180.164,57481478,8,"Kg","Fish,live/frsh/chld/froz",57481478,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2006,"Import",5,68010.083,113767575,8,"Kg","Fish,live/frsh/chld/froz",113767575,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2007,"Export",6,80,1e+05,8,"Kg","Fish,live/frsh/chld/froz",100000,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2007,"Import",5,67707.481,105762748,8,"Kg","Fish,live/frsh/chld/froz",105762748,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2008,"Export",6,0.009,3,8,"Kg","Fish,live/frsh/chld/froz",3,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2008,"Import",5,75553.05,88673321,8,"Kg","Fish,live/frsh/chld/froz",88673321,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2009,"Export",6,0.323,19,8,"Kg","Fish,live/frsh/chld/froz",19,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2009,"Import",5,100804.229,88774318,8,"Kg","Fish,live/frsh/chld/froz",88774318,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2010,"Export",6,17.53,26040,8,"Kg","Fish,live/frsh/chld/froz",26040,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2010,"Import",5,124299.395,106768428,8,"Kg","Fish,live/frsh/chld/froz",106768428,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2011,"Export",6,41.522,24048,8,"Kg","Fish,live/frsh/chld/froz",24048,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
"S3","CHN","034","China","IND","India",2011,"Import",5,123351.859,85474295,8,"Kg","Fish,live/frsh/chld/froz",85474295,"East Asia & Pacific","Upper middle income","South Asia","Lower middle income"
